Product Name,Rating,Price,Image URL,Product Link,Category
FancyDressWale Santa Claus baby boys Christmas dress Unisex with Cap and Bag,3.5 out of 5 stars,₹236.00,"https://images-eu.ssl-images-amazon.com/images/I/61-2RXQf7LL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/FancyDressWale-Girls-Dress-FDWSANTAREGULAR_Red_0-6-Months/dp/B09LVNPXB4/ref=zg_bs_g_toys_d_sccl_1/259-0518190-3818361?psc=1,toys
Zest 4 Toyz Santa Claus Dress for Kids Christmas Costume Dress with Jacket Pant Cap Goggles Beard and Pouch Santa Dress for Boys and Girls,3.9 out of 5 stars,₹529.00,"https://images-eu.ssl-images-amazon.com/images/I/412c7f+FsRL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Zest-Toyz-Christmas-Costume-Children/dp/B09N1QT7DN/ref=zg_bs_g_toys_d_sccl_2/259-0518190-3818361?psc=1,toys
"Mattel Uno Playing Card Game For 7 Yrs And Above For Adult,Set Of 112 Cards, Multicolor",4.5 out of 5 stars,₹111.00,"https://images-eu.ssl-images-amazon.com/images/I/71ICPSc3H+L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Mattel-Uno-Playing-Card-Game/dp/B00GTJSGXE/ref=zg_bs_g_toys_d_sccl_3/259-0518190-3818361?psc=1,toys
"Wirescorts Angle Geometric Plastic Blocks, Sorting & Stacking Toys for Toddlers and Kids Preschool, Color Stacker Shape Sorter Gift Educational Learning Toy for 1 2 3 Years Boys and Girls, Multicolor",4.2 out of 5 stars,₹165.00,"https://images-eu.ssl-images-amazon.com/images/I/51mHC9zqABL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/WireScorts-Geometric-Preschool-Educational-Multicolor/dp/B0CFGB45S2/ref=zg_bs_g_toys_d_sccl_4/259-0518190-3818361?psc=1,toys
"Einstein Box Ultimate Science Kit for Boys and Girls Ages 8-12-14| Birthday Gifts Ideas for Kids| STEM Learning Toys for 8,9,10,11,12,13,14 Year Olds|",4.3 out of 5 stars,₹695.00,"https://images-eu.ssl-images-amazon.com/images/I/71flpMokoIL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Einstein-Box-Educational-Learning-Experiments/dp/B0855MGS99/ref=zg_bs_g_toys_d_sccl_5/259-0518190-3818361?psc=1,toys
Storio Rechargeable Toys Talking Cactus Baby Toys for Kids Dancing Cactus Toys Can Sing Wriggle & Singing Recording Repeat What You Say Funny Education Toys for Children Playing Home Decor for Kids,3.7 out of 5 stars,₹299.00,"https://images-eu.ssl-images-amazon.com/images/I/61YVpEBCUhL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Storio-Unbreakable-Friction-Automobile-Toys/dp/B08D8J88X3/ref=zg_bs_g_toys_d_sccl_6/259-0518190-3818361?psc=1,toys
Storio Toys Rechargeable Educational Learning Talking Flash Cards for 2 Year Old Kids Boys Girls Baby Montessori Toys,3.9 out of 5 stars,₹299.00,"https://images-eu.ssl-images-amazon.com/images/I/61SIh+VJF7L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Storio-Dual-Function-Water-Shoot/dp/B08D8HVTBN/ref=zg_bs_g_toys_d_sccl_7/259-0518190-3818361?psc=1,toys
"Popsugar Off Roader Rechargeable Remote Control Car | Monster Truck with 2 Speeds | 4 Headlight Modes | Lithium Battery | C-Type Charging | Remote Control Car for Kids | Made in India, Black Mat",4.1 out of 5 stars,"₹1,099.00","https://images-eu.ssl-images-amazon.com/images/I/717pTcRrigL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Popsugar-Rechargeable-Control-Headlight-Charging/dp/B0CQJRQWHN/ref=zg_bs_g_toys_d_sccl_8/259-0518190-3818361?psc=1,toys
Sky Tech® Range Rover Defender 1:32 Scale Model Car Exclusive Alloy Metal Pull Back Die-cast Car Metal Pullback Toy car with Openable Doors & Light Music Best Gifts Toys Kids【Colors as Per Stock】,4.0 out of 5 stars,₹848.00,"https://images-eu.ssl-images-amazon.com/images/I/61S8ET0MrYL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Sky-Tech%C2%AE-Range-Rover-Defender/dp/B0D5VS6RD2/ref=zg_bs_g_toys_d_sccl_9/259-0518190-3818361?psc=1,toys
"Nerf Alpha Strike Fang Qs-4 Toy Blaster, Fire 4 Darts in A Row, 10 Nerf Darts, Gift Toys for Kids Teens&Adults, Toy for Boys, Birthday Gift Toy Ages 8+,Best Xmas Gift,Multicolor",4.3 out of 5 stars,₹309.00,"https://images-eu.ssl-images-amazon.com/images/I/61-0r-DOQmL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Nerf-Blaster-Blasting-Official-Load-Prime-Fire/dp/B09JYLXVP8/ref=zg_bs_g_toys_d_sccl_10/259-0518190-3818361?psc=1,toys
Topps UEFA Champions League Match Attax 24/25 Trading and Collectible Card Game (Smart Pack),3.9 out of 5 stars,₹748.00,"https://images-eu.ssl-images-amazon.com/images/I/61ABLc-yDLL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Topps-Champions-League-Trading-Collectible/dp/B0DJBM42SZ/ref=zg_bs_g_toys_d_sccl_11/259-0518190-3818361?psc=1,toys
Zest 4 Toyz Santa Claus Dress for Kids Christmas Costume Dress with Jacket Pant Cap and Pouch Santa Dress for Boys and Girls,3.7 out of 5 stars,₹284.00,"https://images-eu.ssl-images-amazon.com/images/I/717JtXOaecL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/zest-toyz-Santa-Christmas-Costume/dp/B07KSZJDNX/ref=zg_bs_g_toys_d_sccl_12/259-0518190-3818361?psc=1,toys
"HUG 'n' FEEL SOFT TOYS Long Soft Lovable Huggable Cute Giant Life Size Teddy Bear Plush & Stuffed Toys (35cm, Avocado)",4.0 out of 5 stars,₹321.00,"https://images-eu.ssl-images-amazon.com/images/I/41DX4usBUXL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/HUG-FEEL-SOFT-TOYS-Huggable/dp/B0BLCLG8XJ/ref=zg_bs_g_toys_d_sccl_13/259-0518190-3818361?psc=1,toys
GRAPHENE Santa Claus Dress Christmas Santa Costume for Children With Jacket Pant Cap Pouch For Kids Boy & Girls (Pack Of 1),5.0 out of 5 stars,₹149.00,"https://images-eu.ssl-images-amazon.com/images/I/61OKX95Ii7L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/GRAPHENE-Santa-Dress-Christmas-Children/dp/B0DMK9D73D/ref=zg_bs_g_toys_d_sccl_14/259-0518190-3818361?psc=1,toys
"Smartivity Kids Montessori Slide Puzzle I Color & Pattern Matching Learning Toys for Kids 4-8 Years I Birthday Gift for Boys&Girls I Preschool Educational Activity Toy for 4,5,6,7,8I Travel Friendly",4.7 out of 5 stars,₹409.00,"https://images-eu.ssl-images-amazon.com/images/I/71WLAGLJucL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Smartivity-Montessori-Matching-Preschool-Educational/dp/B0DG5YMYMD/ref=zg_bs_g_toys_d_sccl_15/259-0518190-3818361?psc=1,toys
Wembley Monster Truck Remote Control Car for Kids Rechargeable Rc Car Offroad High Speed with 2 Speeds and 4 Headlight Modes | Lithium Battery | C-Type Charging | Made in India - Red,4.1 out of 5 stars,"₹1,179.00","https://images-eu.ssl-images-amazon.com/images/I/61i+8IjgK6L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Wembley-Monster-Rechargeable-Headlight-Charging/dp/B0CT8HVN5B/ref=zg_bs_g_toys_d_sccl_16/259-0518190-3818361?psc=1,toys
"Storio Click and Catch Twin Ball Launcher Game with 3 Balls Indoor Outdoor Toy Set, Pop & Catch Ball Play Fun Boys & Girls - Multicolor",3.9 out of 5 stars,₹179.00,"https://images-eu.ssl-images-amazon.com/images/I/71SG7+k7-WL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Storio-Click-Launcher-Indoor-Outdoor/dp/B0BQC9PMYS/ref=zg_bs_g_toys_d_sccl_17/259-0518190-3818361?psc=1,toys
"Lifelong LLKS03 Foldable Kick Skating Cycle| Skate Scooter for Kids(Max User Weight: 50Kg) Kids Scooter (Pink, Blue)",3.9 out of 5 stars,₹999.00,"https://images-eu.ssl-images-amazon.com/images/I/61xr-fzqcxL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Lifelong-Adjustable-Weight-50-Manufacturers-LLKS03/dp/B0C862R9VF/ref=zg_bs_g_toys_d_sccl_18/259-0518190-3818361?psc=1,toys
"Portronics Ruffpad 8.5E Re-Writable LCD Writing Pad with Screen 21.5cm (8.5-inch) for Drawing, Playing, Handwriting Gifts for Kids & Adults, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black)",4.0 out of 5 stars,₹199.00,"https://images-eu.ssl-images-amazon.com/images/I/51nzIs6jTCL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Portronics-Ruffpad-Re-Writable-8-5-inch-Handwriting/dp/B09GF6JBZN/ref=zg_bs_g_toys_d_sccl_19/259-0518190-3818361?psc=1,toys
"Graphene Bedtime Fun Kids Slide Projector Torch, Premium ABS Materials, Easy-to-Use Interchangeable Slides, Versatile Flashlight for Nighttime Safety, The Perfect Sleep Companion for Children",3.5 out of 5 stars,₹189.00,"https://images-eu.ssl-images-amazon.com/images/I/61fu2vtWH4L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/GRAPHENE%C2%AE-Projector-Flashlight-torch-Projection/dp/B0B86BQ574/ref=zg_bs_g_toys_d_sccl_20/259-0518190-3818361?psc=1,toys
Wembley Rechargeable Hover Football Indoor Game for Kids Toys for Boys Birthday Gift | Electric Air Football Floating Hover Ball Soccer Electronic Toys for 2 3 4 5 6 7 8 9 10+ Years Old Boys - Red,3.7 out of 5 stars,₹499.00,"https://images-eu.ssl-images-amazon.com/images/I/51mRzbYyLwL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Wembley-Rechargeable-Football-Hoverball-BIS-Approved/dp/B0BBGYJP6D/ref=zg_bs_g_toys_d_sccl_21/259-0518190-3818361?psc=1,toys
"Niku Rabbit with Chain Reversible Bunny Rabbit Soft Stuffed Toys for Girls Boys Baby Kids | Doll, Teddy Bear plushies, Animal Toy | Strawberry/Carrot Shaped Pink Colour | Gift Item for Kids",4.1 out of 5 stars,₹360.00,"https://images-eu.ssl-images-amazon.com/images/I/613ls1KV-HL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Niku-Reversible-Stuffed-plushies-Strawberry/dp/B0CPVNTZ4K/ref=zg_bs_g_toys_d_sccl_22/259-0518190-3818361?psc=1,toys
"MOROVIK Spider Web Shooters Toy for Kids Fans, Hero Launcher Wrist Toy Set, Cosplay Launcher Bracers Accessories, Sticky Wall Soft Bomb Funny Children's Educational Toys, Multicolor (Spider Webs)",3.9 out of 5 stars,₹299.00,"https://images-eu.ssl-images-amazon.com/images/I/51NcG3MN4bL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/MOROVIK-Accessories-Childrens-Educational-Multicolor/dp/B0CTX8MJW2/ref=zg_bs_g_toys_d_sccl_23/259-0518190-3818361?psc=1,toys
Amazon Brand - Jam & Honey Soft Penguin Plush Toy for Kids | Soft Toy for Boys and Girls | Super-Soft and Safe| Ideal for Gifting | Height 17 cm | Black and White,4.4 out of 5 stars,₹169.00,"https://images-eu.ssl-images-amazon.com/images/I/61A2ddWFQxL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Amazon-Brand-Penguin-Super-Soft-Birthday/dp/B0C46HFZX6/ref=zg_bs_g_toys_d_sccl_24/259-0518190-3818361?psc=1,toys
Storio Rechargeable Wireless Mini Portable Bluetooth Karaoke Machine | Bluetooth Speaker with Microphone & LED Lights - Kids Music Singing Toys for Girl Boy Birthday Gift Ideas,4.3 out of 5 stars,₹449.00,"https://images-eu.ssl-images-amazon.com/images/I/71kl33XC3pL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Storio-Baby-Toys-Play-Kit/dp/B09CTQJ6FR/ref=zg_bs_g_toys_d_sccl_25/259-0518190-3818361?psc=1,toys
"LuvLap Sunny Ride on & Car for Kids with Music & Horn Steering, Push Car for Baby with Backrest, Safety Guard, Under Seat Storage & Big Wheels, Ride on for Kids 1 to 3 Years Upto 25 Kgs (Pink)",3.9 out of 5 stars,"₹1,163.00","https://images-eu.ssl-images-amazon.com/images/I/71VPXp3DuAL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/LuvLap-Steering-Backrest-Safety-Storage/dp/B0BCGFJ2H7/ref=zg_bs_g_toys_d_sccl_26/259-0518190-3818361?psc=1,toys
Little's Junior Ring | Stacking Toys for Kids | 6 rings Multi-Colour Kids Toys | Colorful Toddler Activity Toys | Baby toys | Motor and Reasoning skills,4.3 out of 5 stars,₹163.00,"https://images-eu.ssl-images-amazon.com/images/I/61XC4-QDkKL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/https://www.amazon.in/Littles-Stacking-Multi-Colour-Colorful-Reasoning/dp/B00ADZUNYK/ref=zg_bs_g_toys_d_sccl_27/259-0518190-3818361?psc=1,toys
"Cable World® Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",3.9 out of 5 stars,₹749.00,"https://images-eu.ssl-images-amazon.com/images/I/61vedjX-xpL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/https://www.amazon.in/Cable-Tricycle-Dancing-Battery-Operated/dp/B08BJC3HXK/ref=zg_bs_g_toys_d_sccl_28/259-0518190-3818361?psc=1,toys
Cubelelo Drift Warrior 3x3 Stickerless Cube | Beginner Speedcube for Kids & Adults | Magic Speedy Stress Buster Brainstorming Puzzle (Multicolor) | Durable and Smooth Cube with Anti-Pop Design,4.3 out of 5 stars,₹189.00,"https://images-eu.ssl-images-amazon.com/images/I/51hVIx+9nOL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/https://www.amazon.in/Cubelelo-Drift-Warrior-Stickerless-Puzzle/dp/B08H88N2N9/ref=zg_bs_g_toys_d_sccl_29/259-0518190-3818361?psc=1,toys
Zest 4 Toyz Christmas Accessories Gift Combo for Kids for Christmas X MAS Day Celebrations,3.9 out of 5 stars,₹303.00,"https://images-eu.ssl-images-amazon.com/images/I/718wEkroy3L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/https://www.amazon.in/Zest-Toyz-Christmas-Accessories-Celebration-X-MAS-1/dp/B0BPSVMZT5/ref=zg_bs_g_toys_d_sccl_30/259-0518190-3818361?psc=1,toys
One94Store 3D Deer Crystal Globe Lamp Creative Engraved Crystal Ball Night Light USB Table LED Wooden Crystal Ball for Home Office Decoration Birthday Gift Adults (Deer 6cm)(Warm White),4.0 out of 5 stars,₹299.00,"https://images-eu.ssl-images-amazon.com/images/I/61vihvwHdBL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/One94Store-Creative-Engraved-Decoration-Birthday/dp/B0D9XP8FDD/ref=zg_bs_g_kitchen_d_sccl_1/259-0518190-3818361?psc=1,kitchen
"Amazon Brand - Presto! Garbage Bags Medium 180 Count|19 x 21 inches Black , For Dry & Wet waste|30 bags/roll (Pack of 6)",4.4 out of 5 stars,₹326.00,"https://images-eu.ssl-images-amazon.com/images/I/71IB+2LNNBL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=zg_bs_g_kitchen_d_sccl_2/259-0518190-3818361?psc=1,kitchen
Ezee Black Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 3,4.2 out of 5 stars,₹159.00,"https://images-eu.ssl-images-amazon.com/images/I/71erHCKJ3WL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q/ref=zg_bs_g_kitchen_d_sccl_3/259-0518190-3818361?psc=1,kitchen
"ATOM Digital Kitchen Food Weighing Scale For Healthy Living, Home Baking, Cooking, Fitness & Balanced Diet. | 1 Year Warranty | 10Kg x 1gms with 2 Batteries Included, SF400/A121, Color May vary",3.9 out of 5 stars,₹199.00,"https://images-eu.ssl-images-amazon.com/images/I/51Jp1JZdU-L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Weighing-Balanced-Batteries-Included-A121/dp/B083C6XMKQ/ref=zg_bs_g_kitchen_d_sccl_4/259-0518190-3818361?psc=1,kitchen
"AGARO Elite Lint Remover With Power Cord for Woollen Sweaters, Blankets, Jackets/Burr Remover Pill Remover from Carpets, Curtains",4.3 out of 5 stars,₹419.00,"https://images-eu.ssl-images-amazon.com/images/I/712Rc9YYmCL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/AGARO-Remover-Sweaters-Blankets-Curtains/dp/B0D2TS9MD3/ref=zg_bs_g_kitchen_d_sccl_5/259-0518190-3818361?psc=1,kitchen
Orient Electric Areva Portable Room Heater | 2000W | Two Heating Modes | Advanced Overheat Protection | Horizontal & Vertical Mount | 1-year replacement warranty by Orient | White,4.0 out of 5 stars,"₹1,499.00","https://images-eu.ssl-images-amazon.com/images/I/71QfC+NELFL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Orient-Electric-Areva-Adjustable-Thermostat/dp/B083973WX4/ref=zg_bs_g_kitchen_d_sccl_6/259-0518190-3818361?psc=1,kitchen
"Zulaxy Photo Frame Hooks for Wall Without Drilling, 10 Pack Self Adhesive Hooks for Wall Heavy Duty Strong Nail Free for Hanging Photo Frame (Hanging Hook, Transparent) Stainless Steel",3.8 out of 5 stars,₹274.00,"https://images-eu.ssl-images-amazon.com/images/I/61uaI9IfRUL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Zulaxy-Drilling-Adhesive-Transparent-Stainless/dp/B0CCM8L54V/ref=zg_bs_g_kitchen_d_sccl_7/259-0518190-3818361?psc=1,kitchen
"Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body, 1.5 litre, used for boiling Water, making tea and coffee, instant noodles, soup etc. (Silver)",3.9 out of 5 stars,₹599.00,"https://images-eu.ssl-images-amazon.com/images/I/51DGcy8eBCL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Pigeon-Electric-Stainless-Shut-off-Feature/dp/B07WMS7TWB/ref=zg_bs_g_kitchen_d_sccl_8/259-0518190-3818361?psc=1,kitchen
Orpat OEH-1220 2000-Watt Fan Heater (White),4.1 out of 5 stars,"₹1,249.00","https://images-eu.ssl-images-amazon.com/images/I/81Pm1MEvURL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Orpat-OEH-1220-2000-Watt-Heater-White/dp/B00B7GHQQW/ref=zg_bs_g_kitchen_d_sccl_9/259-0518190-3818361?psc=1,kitchen
"MILTON Aura 1000 Thermosteel Bottle, 1050 ml Water Bottles, 24 Hours Hot and Cold, Easy to Carry, Easy Grip, Rust Proof, Tea, Coffee, Office, Travel Bottle, Black",4.3 out of 5 stars,₹932.00,"https://images-eu.ssl-images-amazon.com/images/I/51-NKrTs99L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Milton-Thermosteel-Bottle-Kitchen-Trekking/dp/B0B4RX7ZXK/ref=zg_bs_g_kitchen_d_sccl_10/259-0518190-3818361?psc=1,kitchen
Homestrap Set of 6 Non-Woven Printed Saree Cover/Cloth Storage/Wardrobe Organizer For Clothes with Transparent Window (Grey)(Shark Tank Featured) 45cmx33cmx22cm,4.0 out of 5 stars,₹349.00,"https://images-eu.ssl-images-amazon.com/images/I/71zjvUApaRL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Homestrap-Non-Woven-Organizer-Transparent-Featured/dp/B08LQRXXNB/ref=zg_bs_g_kitchen_d_sccl_11/259-0518190-3818361?psc=1,kitchen
"Wakefit 100% Waterproof Premium Cotton Mattress Protector | Breathable and Hypoallergenic Ultra Soft Fitted Bed Protector 78""x72"" - King, Grey",4.3 out of 5 stars,"₹1,048.00","https://images-eu.ssl-images-amazon.com/images/I/61sRf7oDELL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Wakefit-Waterproof-Protector-Breathable-Hypoallergenic/dp/B0C1S894S3/ref=zg_bs_g_kitchen_d_sccl_12/259-0518190-3818361?psc=1,kitchen
"Milton Thermosteel Flip Lid Flask, 1000 milliliters, Silver",4.2 out of 5 stars,₹964.00,"https://images-eu.ssl-images-amazon.com/images/I/81jAcDybJPL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Milton-Thermosteel-Flask-milliliters-Silver/dp/B00MIYM0VS/ref=zg_bs_g_kitchen_d_sccl_13/259-0518190-3818361?psc=1,kitchen
"Misamo Enterprise PVC Wall Hooks, Pack of 15, Transparent",4.1 out of 5 stars,₹189.00,"https://images-eu.ssl-images-amazon.com/images/I/61ihAmUosAL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Misamo-Enterprise-Bathroom-Hangings-Transparent/dp/B09SLQPK3T/ref=zg_bs_g_kitchen_d_sccl_14/259-0518190-3818361?psc=1,kitchen
"Amazon Brand - Presto! Garbage Bags Large 90 Count|24 x 32 Inches Black , For Dry & Wet waste|15 bags/roll (Pack of 6)",4.3 out of 5 stars,₹325.00,"https://images-eu.ssl-images-amazon.com/images/I/71TZMvymzgL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=zg_bs_g_kitchen_d_sccl_15/259-0518190-3818361?psc=1,kitchen
"nutripro Copper Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars, Silver) - 2 Year Warranty",4.2 out of 5 stars,"₹1,799.00","https://images-eu.ssl-images-amazon.com/images/I/7152-mn8mKL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/NutriPro-Juicer-Mixer-Grinder-Smoothie/dp/B09J2SCVQT/ref=zg_bs_g_kitchen_d_sccl_16/259-0518190-3818361?psc=1,kitchen
ALOXE Cosmetic Organizer Box Drawers Storage Plastic Stationary Box | Make Up Organiser For Women,4.0 out of 5 stars,₹198.00,"https://images-eu.ssl-images-amazon.com/images/I/71a0mwTxooL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/ALOXE-Cosmetic-Organizer-Stationary-Organiser/dp/B0BLK9X25W/ref=zg_bs_g_kitchen_d_sccl_17/259-0518190-3818361?psc=1,kitchen
Shalimar Premium Garbage Bags (Lavender Fragrance) Size 19 X 21 Inches (Medium) 120 Bags (4 Rolls) Dustbin Bag/Trash Bag - Black Color,4.5 out of 5 stars,₹299.00,"https://images-eu.ssl-images-amazon.com/images/I/71lXH8K7D9L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=zg_bs_g_kitchen_d_sccl_18/259-0518190-3818361?psc=1,kitchen
Amazon Basics Electric Egg Boiler | 3 Boiling Modes | Automatic Operation | Overheat Protection|75ml|Plastic|White,4.0 out of 5 stars,₹369.00,"https://images-eu.ssl-images-amazon.com/images/I/71tIWqrBr6L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Electric-Automatic-Operation-Overheat-Protection/dp/B0BT1M24FN/ref=zg_bs_g_kitchen_d_sccl_19/259-0518190-3818361?psc=1,kitchen
"Trance 100% Waterproof Premium Cotton Feel Mattress Protector King Size, 78x72 Inches | Breathable and Hypoallergenic Ultra Soft Fitted Bed Protector Cover (78""x72"" Fits Upto 10 Inches - King, Grey",4.2 out of 5 stars,₹669.00,"https://images-eu.ssl-images-amazon.com/images/I/51o4CGytTBL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Trance-Home-Linen-Waterproof-Dustproof/dp/B01A57IV58/ref=zg_bs_g_kitchen_d_sccl_20/259-0518190-3818361?psc=1,kitchen
"Wakefit Height Adjustable Hollow Fiber Sleeping Pillow with Zip |(White and Grey, Standard, Set of 2, Microfiber) 3 Months Warranty",4.3 out of 5 stars,₹878.00,"https://images-eu.ssl-images-amazon.com/images/I/51oityumVSL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Wakefit-Sleeping-Pillow-Set-27/dp/B07L6GZYDV/ref=zg_bs_g_kitchen_d_sccl_21/259-0518190-3818361?psc=1,kitchen
"Pigeon Polypropylene Mini Handy and Compact Chopper with 3 Blades for Effortlessly Chopping Vegetables and Fruits for Your Kitchen (12420, Green, 400 ml)",3.9 out of 5 stars,₹149.00,"https://images-eu.ssl-images-amazon.com/images/I/51RXzjrUmkL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Pigeon-Stovekraft-Plastic-Chopper-Blades/dp/B01LWYDEQ7/ref=zg_bs_g_kitchen_d_sccl_22/259-0518190-3818361?psc=1,kitchen
"The Purple Tree Christmas Reindeer LED Curtain Lights -2.5 M (Pack of 1) Warm White, Lights for Christmas, Christmas Lights, Led Curtain Light, Festive Light,",4.1 out of 5 stars,₹549.00,"https://images-eu.ssl-images-amazon.com/images/I/51M+quNX+tL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Purple-Tree-Christmas-Reindeer-Curtain/dp/B09HY1LWTF/ref=zg_bs_g_kitchen_d_sccl_23/259-0518190-3818361?psc=1,kitchen
"KLIFFOO Dual Tip Colorful Art Markers Sketch Pens 24 Colors With Carrying Case For Painting Sketching Calligraphy Drawing -Twin Head Permanent Colouring Marker Pens For Kids Adult, Multicolor",3.9 out of 5 stars,₹284.00,"https://images-eu.ssl-images-amazon.com/images/I/81wQoBSXR2L._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/KLIFFOO-Sketching-Calligraphy-Permanent-Colouring/dp/B0CG28N5VQ/ref=zg_bs_g_kitchen_d_sccl_24/259-0518190-3818361?psc=1,kitchen
Prestige 1.5 Litres Electric Kettle (PKOSS 1.5)|1500W | Silver - Black| Automatic Cut-off | Stainless Steel | Rotatable Base | Power Indicator | Single-Touch Lid Locking,3.9 out of 5 stars,₹699.00,"https://images-eu.ssl-images-amazon.com/images/I/51Q11RNy8dL._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Prestige-Electric-Kettle-PKOSS-1500watts/dp/B01MQZ7J8K/ref=zg_bs_g_kitchen_d_sccl_25/259-0518190-3818361?psc=1,kitchen
"Milton Euroline Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litre, Silver, Power Indicator, 1500 Watts, Auto Cut-off, Detachable 360 Degree Connector, Boiler for Water, Instant Noodles",3.9 out of 5 stars,₹799.00,"https://images-eu.ssl-images-amazon.com/images/I/61RxcY0R52S._AC_UL600_SR600,400_.jpg",https://www.amazon.in/https://www.amazon.in/Milton-Electric-Stainless-Kettle-Litres/dp/B091V8HK8Z/ref=zg_bs_g_kitchen_d_sccl_26/259-0518190-3818361?psc=1,kitchen
